column1,enrollments,h1,institution,language,level,pace,price,subject,time_duration,url,video_transcript
579,"40,247",Adobe Illustrator: aprende a crear presentaciones de impacto,JaverianaX,Español,Introductory,Self-paced - Progress at your own speed,1237,Design,5 weeks - 9–10 hours per week,https://www.edx.org/course/adobe-illustrator-aprende-a-crear-presentaciones-d?index=product&queryID=3fb85f0be722f1938120162a9ff83f13&position=9&results_level=second-level-results&search_index=product&term=&campaign=Adobe+Illustrator%3A+aprende+a+crear+presentaciones+de+impacto&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, Español
580,"19,322",How to Achieve the Sustainable Development Goals,SDGAcademyX,English,Intermediate,Self-paced - Progress at your own speed,0,Environmental Studies,7 weeks - 4–6 hours per week,https://www.edx.org/course/how-to-achieve-the-sustainable-development-goals?index=product&queryID=3fb85f0be722f1938120162a9ff83f13&position=10&results_level=second-level-results&search_index=product&term=&campaign=How+to+Achieve+the+Sustainable+Development+Goals&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch," English, Bahasa Melayu, Русский, Türkçe"
581,-,Learning Success,ColumbiaX,English,Introductory,Self-paced - Progress at your own speed,4123,Education & Teacher Training,10 weeks - 2–4 hours per week,https://www.edx.org/course/learning-success?index=product&queryID=3fb85f0be722f1938120162a9ff83f13&position=11&results_level=second-level-results&search_index=product&term=&campaign=Learning+Success&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
582,"20,788",Identifying Entrepreneurial Opportunities,UMD,English,Introductory,Self-paced - Progress at your own speed,12286,USMx,4 weeks - 2–3 hours per week,https://www.edx.org/course/identifying-entrepreneurial-opportunities?index=product&queryID=3fb85f0be722f1938120162a9ff83f13&position=12&results_level=second-level-results&search_index=product&term=&campaign=Identifying+Entrepreneurial+Opportunities&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
583,"14,340",China Humanities: The Individual in Chinese Culture,HarvardX,English,Introductory,Self-paced - Progress at your own speed,8163,Humanities,8 weeks - 2–4 hours per week,https://www.edx.org/course/china-humanities-the-individual-in-chinese-culture?index=product&queryID=3fb85f0be722f1938120162a9ff83f13&position=13&results_level=second-level-results&search_index=product&term=&campaign=China+Humanities%3A+The+Individual+in+Chinese+Culture&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
584,"6,418",Educación emocional para el bienestar personal,URosarioX,English,Introductory,Self-paced - Progress at your own speed,5690,Health & Safety,5 weeks - 2–4 hours per week,https://www.edx.org/course/educacion-emocional-para-el-bienestar-personal?index=product&queryID=3fb85f0be722f1938120162a9ff83f13&position=14&results_level=second-level-results&search_index=product&term=&campaign=Educaci%C3%B3n+emocional+para+el+bienestar+personal&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, Español
585,-,New Space Economy,EPFLx,English,Introductory,Self-paced - Progress at your own speed,11462,Business & Management,7 weeks - 2–3 hours per week,https://www.edx.org/course/new-space-economy?index=product&queryID=3fb85f0be722f1938120162a9ff83f13&position=15&results_level=second-level-results&search_index=product&term=&campaign=New+Space+Economy&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
586,-,Management Accounting,ACCA,English,Intermediate,Self-paced - Progress at your own speed,0,Business & Management,12 weeks - 5–8 hours per week,https://www.edx.org/course/management-accounting?index=product&queryID=3fb85f0be722f1938120162a9ff83f13&position=16&results_level=second-level-results&search_index=product&term=&campaign=Management+Accounting&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
587,-,Semantics of First-Order Logic,StanfordOnline,English,Introductory,Self-paced - Progress at your own speed,4123,Philosophy & Ethics,4 weeks - 5–10 hours per week,https://www.edx.org/course/semantics-of-first-order-logic?index=product&queryID=3fb85f0be722f1938120162a9ff83f13&position=17&results_level=second-level-results&search_index=product&term=&campaign=Semantics+of+First-Order+Logic&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
588,-,Introduction to Social Work,AlaskaX,English,Introductory,Self-paced - Progress at your own speed,8163,Social Sciences,6 weeks - 4–6 hours per week,https://www.edx.org/course/introduction-to-social-work?index=product&queryID=3fb85f0be722f1938120162a9ff83f13&position=18&results_level=second-level-results&search_index=product&term=&campaign=Introduction+to+Social+Work&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
589,"71,390",Astrophysics: The Violent Universe,ANUx,English,Intermediate,Self-paced - Progress at your own speed,4123,Physics,10 weeks - 2–4 hours per week,https://www.edx.org/course/astrophysics-the-violent-universe?index=product&queryID=3fb85f0be722f1938120162a9ff83f13&position=19&results_level=second-level-results&search_index=product&term=&campaign=Astrophysics%3A+The+Violent+Universe&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
590,-,Relational Database Administration (DBA),IBM,English,Introductory,Self-paced - Progress at your own speed,8163,Computer Science,8 weeks - 2–3 hours per week,https://www.edx.org/course/relational-database-administration-dba?index=product&queryID=3fb85f0be722f1938120162a9ff83f13&position=20&results_level=second-level-results&search_index=product&term=&campaign=Relational+Database+Administration+%28DBA%29&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
591,"66,183",Administración pública y fiscal: cómo se gestiona un gobierno,IDBx,Español,Introductory,Self-paced - Progress at your own speed,2061,Economics & Finance,10 weeks - 2–3 hours per week,https://www.edx.org/course/administracion-publica-y-fiscal-como-se-gestiona-u?index=product&queryID=3fb85f0be722f1938120162a9ff83f13&position=22&results_level=second-level-results&search_index=product&term=&campaign=Administraci%C3%B3n+p%C3%BAblica+y+fiscal%3A+c%C3%B3mo+se+gestiona+un+gobierno&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch," Español, Español"
592,"23,265",Railway Engineering: An Integral Approach,DelftX,English,Introductory,Instructor-paced - Instructor led on a course schedule,8163,Engineering,6 weeks - 4–6 hours per week,https://www.edx.org/course/railway-engineering-an-integral-approach-2?index=product&queryID=3fb85f0be722f1938120162a9ff83f13&position=23&results_level=second-level-results&search_index=product&term=&campaign=Railway+Engineering%3A+An+Integral+Approach&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
593,-,Bases de datos,URosarioX,Español,Intermediate,Self-paced - Progress at your own speed,3216,Engineering,4 weeks - 4–6 hours per week,https://www.edx.org/course/bases-de-datos?index=product&queryID=3fb85f0be722f1938120162a9ff83f13&position=24&results_level=second-level-results&search_index=product&term=&campaign=Bases+de+datos&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, Español
594,-,"Almacenamiento, Acceso y Visualización de Datos con Python",AnahuacX,Español,Introductory,Self-paced - Progress at your own speed,4040,Computer Science,5 weeks - 4–6 hours per week,https://www.edx.org/course/almacenamiento-acceso-y-visualizacion-de-datos-con-python?index=product&queryID=8fd1b5f5a610cd493cda6e86f17f29f3&position=1&results_level=second-level-results&search_index=product&term=&campaign=Almacenamiento%2C+Acceso+y+Visualizaci%C3%B3n+de+Datos+con+Python&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, Español
595,"13,808",Lifestyle Medicine Fundamentals,DoaneX,English,Introductory,Self-paced - Progress at your own speed,12286,Medicine,1 weeks - 5–10 hours per week,https://www.edx.org/course/lifestyle-medicine-fundamentals?index=product&queryID=8fd1b5f5a610cd493cda6e86f17f29f3&position=2&results_level=second-level-results&search_index=product&term=&campaign=Lifestyle+Medicine+Fundamentals&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
596,"59,088",Judaism Through Its Scriptures,HarvardX,English,Introductory,Self-paced - Progress at your own speed,8163,Humanities,4 weeks - 5–10 hours per week,https://www.edx.org/course/judaism-through-its-scriptures?index=product&queryID=8fd1b5f5a610cd493cda6e86f17f29f3&position=3&results_level=second-level-results&search_index=product&term=&campaign=Judaism+Through+Its+Scriptures&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
597,"57,409",Psychologie de la négociation,LouvainX,Français,Intermediate,Self-paced - Progress at your own speed,12286,Business & Management,10 weeks - 4–6 hours per week,https://www.edx.org/course/psychologie-de-la-negociation?index=product&queryID=8fd1b5f5a610cd493cda6e86f17f29f3&position=4&results_level=second-level-results&search_index=product&term=&campaign=Psychologie+de+la+n%C3%A9gociation&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, Français
598,"15,658","Fundamentals of Biomedical Imaging: Ultrasounds, X-ray, positron emission tomography (PET) and applications",EPFLx,English,Advanced,Self-paced - Progress at your own speed,21357,Engineering,7 weeks - 4–5 hours per week,https://www.edx.org/course/fundamentals-of-biomedical-imaging-ultrasounds-x-r?index=product&queryID=8fd1b5f5a610cd493cda6e86f17f29f3&position=5&results_level=second-level-results&search_index=product&term=&campaign=Fundamentals+of+Biomedical+Imaging%3A+Ultrasounds%2C+X-ray%2C+positron+emission+tomography+%28PET%29+and+applications&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
599,"33,653",Gestão de Projetos de Desenvolvimento,IDBx,Português,Introductory,Self-paced - Progress at your own speed,4040,Business & Management,10 weeks - 2–3 hours per week,https://www.edx.org/course/gestao-de-projetos-de-desenvolvimento?index=product&queryID=8fd1b5f5a610cd493cda6e86f17f29f3&position=6&results_level=second-level-results&search_index=product&term=&campaign=Gest%C3%A3o%C2%A0de+Projetos+de+Desenvolvimento&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, Português
600,-,Machine Learning at the Edge on Arm: A Practical Introduction,ArmEducationX,English,Intermediate,Self-paced - Progress at your own speed,8163,Computer Science,6 weeks - 3–6 hours per week,https://www.edx.org/course/machine-learning-at-the-edge-a-practical-introduction-from-arm?index=product&queryID=8fd1b5f5a610cd493cda6e86f17f29f3&position=7&results_level=second-level-results&search_index=product&term=&campaign=Machine+Learning+at+the+Edge+on+Arm%3A+A+Practical+Introduction&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
601,-,Semiconductors for Beginners,NUS,English,Introductory,Self-paced - Progress at your own speed,11462,Engineering,3 weeks - 2–3 hours per week,https://www.edx.org/course/electronic-materials-and-semiconductors?index=product&queryID=8fd1b5f5a610cd493cda6e86f17f29f3&position=8&results_level=second-level-results&search_index=product&term=&campaign=Semiconductors+for+Beginners&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
602,"28,419",Educación sobre el cambio climático,IDBx,Español,Introductory,Self-paced - Progress at your own speed,2061,Education & Teacher Training,10 weeks - 1–2 hours per week,https://www.edx.org/course/educacion-sobre-el-cambio-climatico?index=product&queryID=8fd1b5f5a610cd493cda6e86f17f29f3&position=9&results_level=second-level-results&search_index=product&term=&campaign=Educaci%C3%B3n%C2%A0sobre+el+cambio+clim%C3%A1tico&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, Español
603,"17,980",Incorporating Renewable Energy in Electricity Grids,ImperialX,English,Intermediate,Self-paced - Progress at your own speed,6102,Energy & Earth Sciences,6 weeks - 2–5 hours per week,https://www.edx.org/course/incorporating-renewable-energy-in-electricity-gr-2?index=product&queryID=8fd1b5f5a610cd493cda6e86f17f29f3&position=10&results_level=second-level-results&search_index=product&term=&campaign=Incorporating+Renewable+Energy+in+Electricity+Grids&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
604,"24,568",Rise to Leadership: Become a CEO,BabsonX,English,Intermediate,Self-paced - Progress at your own speed,16409,Business & Management,4 weeks - 4–6 hours per week,https://www.edx.org/course/rise-to-leadership-become-a-ceo?index=product&queryID=8fd1b5f5a610cd493cda6e86f17f29f3&position=11&results_level=second-level-results&search_index=product&term=&campaign=Rise+to+Leadership%3A+Become+a+CEO&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
605,"24,107",Power Searching with Google,Google,English,Introductory,Self-paced - Progress at your own speed,12286,Computer Science,3 weeks - 4–6 hours per week,https://www.edx.org/course/power-searching-with-google?index=product&queryID=8fd1b5f5a610cd493cda6e86f17f29f3&position=12&results_level=second-level-results&search_index=product&term=&campaign=Power+Searching+with+Google&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
